Date of Incident,State,Mine Name,Type of Mine,Shift,Worker Age,Worker Experience (Years),Occupation/Role,Accident Type,Root Cause Category,Injury Severity,Description,PPE Used,No. of Persons Killed,No. of Persons Seriously Injured,Place of Accident,Responsibility,Company
2020-05-10,Madhya Pradesh,Dudhia Khurd,Above Ground,C,30,2.7,Shovel Operator,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Fatal,Transportation Machinery (Non-Winding) incident at Stock Yard in a Above Ground operation during shift C. Role: Shovel Operator.,Yes,2,0,Stock Yard,Worker & Supervisor,NCL
2020-05-21,Chhattisgarh,Gevra OCP,Below Ground,A,23,9,Electrician,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at X-Cut / Junction in a Below Ground operation during shift A. Role: Electrician.,Yes,0,1,X-Cut / Junction,Worker,SECL
2020-05-27,Jharkhand,Piparwar OCP,Below Ground,B,38,4.1,Electrician,Other Causes,Miscellaneous / Procedural,Serious Injury,Other Causes incident at Belt Conveyor Line in a Below Ground operation during shift B. Role: Electrician.,Yes,0,1,Belt Conveyor Line,Shared,CCL
2020-06-06,Jharkhand,Rajrappa Project,Below Ground,B,22,4,Electrician,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Development Panel in a Below Ground operation during shift B. Role: Electrician.,No,0,1,Development Panel,Worker,CCL
2020-06-09,Jharkhand,Rajrappa Project,Above Ground,C,29,3.9,Dumper Operator,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Fatal,Transportation Machinery (Non-Winding) incident at Surface Substation in a Above Ground operation during shift C. Role: Dumper Operator.,No,1,0,Surface Substation,Worker & Supervisor,CCL
2020-06-12,Madhya Pradesh,Dipka OCP,Below Ground,A,32,4.6,Overman,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Belt Conveyor Line in a Below Ground operation during shift A. Role: Overman.,Yes,0,1,Belt Conveyor Line,Worker,SECL
2020-06-16,Jharkhand,Parej East OCP,Above Ground,A,34,4.3,Fitter,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Fatal,Transportation Machinery (Non-Winding) incident at Surface Substation in a Above Ground operation during shift A. Role: Fitter.,No,1,0,Surface Substation,Worker & Supervisor,CCL
2020-07-07,Odisha,Balaram OCP,Above Ground,C,25,2,Shovel Operator,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Weigh Bridge in a Above Ground operation during shift C. Role: Shovel Operator.,No,0,1,Weigh Bridge,Worker,MCL
2020-07-30,Telangana,Manuguru OCP,Below Ground,A,30,7.2,Loader/Helper,Electricity,Electrical Safety,Serious Injury,Electricity incident at Working Face in a Below Ground operation during shift A. Role: Loader/Helper.,No,0,1,Working Face,Maintenance & Management,SCCL
2020-08-03,Maharashtra,Umrer OCP,Above Ground,A,30,7,Electrician,Other Causes,Miscellaneous / Procedural,Serious Injury,Other Causes incident at Coal Handling Plant in a Above Ground operation during shift A. Role: Electrician.,No,0,1,Coal Handling Plant,Shared,WCL
2020-08-05,West Bengal,Sodepur Colliery,Below Ground,C,32,7.2,Fitter,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Working Face in a Below Ground operation during shift C. Role: Fitter.,Yes,0,1,Working Face,Worker,ECL
2020-08-14,Madhya Pradesh,Durgapur OCP,Below Ground,A,39,2.5,Overman,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Gate Roadway in a Below Ground operation during shift A. Role: Overman.,Yes,0,1,Gate Roadway,Worker,WCL
2020-09-07,Uttar Pradesh,Dudhia Khurd,Below Ground,A,37,14.9,Mining Sirdar,Machinery other than Transportation,Mechanical Failure,Serious Injury,Machinery other than Transportation incident at X-Cut / Junction in a Below Ground operation during shift A. Role: Mining Sirdar.,No,0,1,X-Cut / Junction,Maintenance & Management,NCL
2020-09-24,Tamil Nadu,Neyveli Mine I,Opencast,B,22,14.5,Shovel Operator,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Fatal,Transportation Machinery (Non-Winding) incident at Pit Floor in a Opencast operation during shift B. Role: Shovel Operator.,No,1,0,Pit Floor,Worker & Supervisor,NLC
2020-10-03,West Bengal,Sangramgarh Colliery,Above Ground,C,29,12.6,Mining Sirdar,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Workshop in a Above Ground operation during shift C. Role: Mining Sirdar.,No,0,1,Workshop,Worker,ECL
2020-10-05,Uttar Pradesh,Jayant OCP,Opencast,A,23,11,Loader/Helper,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Workshop Yard in a Opencast operation during shift A. Role: Loader/Helper.,No,0,1,Workshop Yard,Worker,NCL
2020-10-05,Maharashtra,Durgapur OCP,Opencast,C,45,5.2,Dumper Operator,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Fatal,Transportation Machinery (Non-Winding) incident at Workshop Yard in a Opencast operation during shift C. Role: Dumper Operator.,No,1,0,Workshop Yard,Worker & Supervisor,WCL
2020-10-20,Uttar Pradesh,Amlohri OCP,Below Ground,B,29,5.2,Mining Sirdar,Other Causes,Miscellaneous / Procedural,Serious Injury,Other Causes incident at Gate Roadway in a Below Ground operation during shift B. Role: Mining Sirdar.,No,0,1,Gate Roadway,Shared,NCL
2020-10-20,Chhattisgarh,Dipka OCP,Opencast,C,29,7.7,Mining Sirdar,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Fatal,Transportation Machinery (Non-Winding) incident at Pit Floor in a Opencast operation during shift C. Role: Mining Sirdar.,No,1,0,Pit Floor,Worker & Supervisor,SECL
2020-10-23,Uttar Pradesh,Jayant OCP,Opencast,B,44,10.7,Fitter,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Fatal,Transportation Machinery (Non-Winding) incident at Shovel-Dumper Face in a Opencast operation during shift B. Role: Fitter.,Yes,2,0,Shovel-Dumper Face,Worker & Supervisor,NCL
2020-10-28,West Bengal,Sodepur Colliery,Below Ground,A,26,5.8,Drill Operator,Ground Movement,Ground Instability,Serious Injury,Ground Movement incident at Gate Roadway in a Below Ground operation during shift A. Role: Drill Operator.,No,0,1,Gate Roadway,Management (Design/Safety),ECL
2020-11-03,Chhattisgarh,Gevra OCP,Below Ground,B,48,1.5,Drill Operator,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Gate Roadway in a Below Ground operation during shift B. Role: Drill Operator.,No,0,1,Gate Roadway,Worker,SECL
2020-11-25,Madhya Pradesh,Chhal OCP,Below Ground,B,31,18.1,Drill Operator,Electricity,Electrical Safety,Fatal,Electricity incident at Gate Roadway in a Below Ground operation during shift B. Role: Drill Operator.,No,1,0,Gate Roadway,Maintenance & Management,SECL
2020-12-13,Madhya Pradesh,Majri Area,Below Ground,C,32,2.6,Electrician,Other Causes,Miscellaneous / Procedural,Serious Injury,Other Causes incident at Belt Conveyor Line in a Below Ground operation during shift C. Role: Electrician.,No,0,1,Belt Conveyor Line,Shared,WCL
2020-12-19,Chhattisgarh,Chhal OCP,Opencast,A,46,9,Electrician,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Fatal,Transportation Machinery (Non-Winding) incident at Pit Floor in a Opencast operation during shift A. Role: Electrician.,No,1,0,Pit Floor,Worker & Supervisor,SECL
2020-12-22,West Bengal,Sodepur Colliery,Below Ground,C,27,7,Overman,Other Causes,Miscellaneous / Procedural,Serious Injury,Other Causes incident at X-Cut / Junction in a Below Ground operation during shift C. Role: Overman.,Yes,0,1,X-Cut / Junction,Shared,ECL
2020-12-26,Madhya Pradesh,Jayant OCP,Opencast,B,50,6.4,HEMM Operator,Machinery other than Transportation,Mechanical Failure,Serious Injury,Machinery other than Transportation incident at Pit Floor in a Opencast operation during shift B. Role: HEMM Operator.,Yes,0,1,Pit Floor,Maintenance & Management,NCL
2020-12-29,Telangana,Kothagudem Area,Below Ground,C,19,3.6,Mining Sirdar,Other Causes,Miscellaneous / Procedural,Serious Injury,Other Causes incident at Working Face in a Below Ground operation during shift C. Role: Mining Sirdar.,No,0,3,Working Face,Shared,SCCL
2021-01-05,Telangana,Srirampur Area,Below Ground,A,29,9.5,Dumper Operator,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Working Face in a Below Ground operation during shift A. Role: Dumper Operator.,No,0,1,Working Face,Worker,SCCL
2021-01-16,Chhattisgarh,Gevra OCP,Below Ground,B,40,4.7,Overman,Ground Movement,Ground Instability,Serious Injury,Ground Movement incident at Gate Roadway in a Below Ground operation during shift B. Role: Overman.,No,0,2,Gate Roadway,Management (Design/Safety),SECL
2021-01-24,Jharkhand,Kusunda Colliery,Below Ground,B,26,10.2,Loader/Helper,Other Causes,Miscellaneous / Procedural,Serious Injury,Other Causes incident at Belt Conveyor Line in a Below Ground operation during shift B. Role: Loader/Helper.,Yes,0,1,Belt Conveyor Line,Shared,BCCL
2021-02-11,Telangana,Srirampur Area,Below Ground,A,37,9.4,Fitter,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Working Face in a Below Ground operation during shift A. Role: Fitter.,Yes,0,1,Working Face,Worker,SCCL
2021-02-20,Madhya Pradesh,Dipka OCP,Opencast,C,42,9.4,Fitter,Ground Movement,Ground Instability,Fatal,Ground Movement incident at OB Dump Slope in a Opencast operation during shift C. Role: Fitter.,No,1,0,OB Dump Slope,Management (Design/Safety),SECL
2021-02-20,Telangana,Ramagundam OC,Below Ground,A,21,4.6,Overman,Machinery other than Transportation,Mechanical Failure,Serious Injury,Machinery other than Transportation incident at Belt Conveyor Line in a Below Ground operation during shift A. Role: Overman.,No,0,1,Belt Conveyor Line,Maintenance & Management,SCCL
2021-02-22,Madhya Pradesh,Jayant OCP,Opencast,A,35,11.5,Mining Sirdar,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Shovel-Dumper Face in a Opencast operation during shift A. Role: Mining Sirdar.,Yes,0,1,Shovel-Dumper Face,Worker,NCL
2021-03-05,Madhya Pradesh,Durgapur OCP,Below Ground,B,45,12.2,Dumper Operator,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Serious Injury,Transportation Machinery (Non-Winding) incident at Belt Conveyor Line in a Below Ground operation during shift B. Role: Dumper Operator.,Yes,0,1,Belt Conveyor Line,Worker & Supervisor,WCL
2021-03-14,Madhya Pradesh,Dudhia Khurd,Below Ground,B,41,3.3,HEMM Operator,Ground Movement,Ground Instability,Serious Injury,Ground Movement incident at Working Face in a Below Ground operation during shift B. Role: HEMM Operator.,No,0,1,Working Face,Management (Design/Safety),NCL
2021-03-15,Maharashtra,Durgapur OCP,Below Ground,C,46,11,Dumper Operator,Ground Movement,Ground Instability,Serious Injury,Ground Movement incident at Working Face in a Below Ground operation during shift C. Role: Dumper Operator.,Yes,0,1,Working Face,Management (Design/Safety),WCL
2021-03-24,Uttar Pradesh,Amlohri OCP,Below Ground,A,32,9,Fitter,Machinery other than Transportation,Mechanical Failure,Serious Injury,Machinery other than Transportation incident at Working Face in a Below Ground operation during shift A. Role: Fitter.,No,0,2,Working Face,Maintenance & Management,NCL
2021-03-28,Madhya Pradesh,Kusmunda OCP,Below Ground,B,34,5.9,Fitter,Machinery other than Transportation,Mechanical Failure,Serious Injury,Machinery other than Transportation incident at Gate Roadway in a Below Ground operation during shift B. Role: Fitter.,No,0,1,Gate Roadway,Maintenance & Management,SECL
2021-04-11,Madhya Pradesh,Gevra OCP,Opencast,A,18,5.9,HEMM Operator,Other Causes,Miscellaneous / Procedural,Serious Injury,Other Causes incident at Pit Floor in a Opencast operation during shift A. Role: HEMM Operator.,No,0,1,Pit Floor,Shared,SECL
2021-04-16,Odisha,Ananta OCP,Opencast,A,33,11.4,Drill Operator,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Fatal,Transportation Machinery (Non-Winding) incident at Workshop Yard in a Opencast operation during shift A. Role: Drill Operator.,Yes,1,0,Workshop Yard,Worker & Supervisor,MCL
2021-04-18,Uttar Pradesh,Nigahi OCP,Below Ground,C,37,11.8,Loader/Helper,Ground Movement,Ground Instability,Fatal,Ground Movement incident at Development Panel in a Below Ground operation during shift C. Role: Loader/Helper.,Yes,1,0,Development Panel,Management (Design/Safety),NCL
2021-04-19,Chhattisgarh,Chhal OCP,Below Ground,B,33,7.6,Shovel Operator,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Serious Injury,Transportation Machinery (Non-Winding) incident at Working Face in a Below Ground operation during shift B. Role: Shovel Operator.,No,0,1,Working Face,Worker & Supervisor,SECL
2021-04-29,Maharashtra,Gondegaon OCP,Below Ground,B,37,9.2,Drill Operator,Other Causes,Miscellaneous / Procedural,Serious Injury,Other Causes incident at Development Panel in a Below Ground operation during shift B. Role: Drill Operator.,Yes,0,1,Development Panel,Shared,WCL
2021-04-30,Maharashtra,Majri Area,Below Ground,A,39,5.2,Overman,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at X-Cut / Junction in a Below Ground operation during shift A. Role: Overman.,Yes,0,1,X-Cut / Junction,Worker,WCL
2021-05-19,Maharashtra,Majri Area,Below Ground,B,20,9,Mining Sirdar,Other Causes,Miscellaneous / Procedural,Serious Injury,Other Causes incident at X-Cut / Junction in a Below Ground operation during shift B. Role: Mining Sirdar.,No,0,1,X-Cut / Junction,Shared,WCL
2021-05-19,West Bengal,Sangramgarh Colliery,Below Ground,A,38,3.4,Shovel Operator,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Development Panel in a Below Ground operation during shift A. Role: Shovel Operator.,No,0,1,Development Panel,Worker,ECL
2021-05-23,Telangana,Manuguru OCP,Below Ground,B,49,2.7,Shovel Operator,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Fatal,Transportation Machinery (Non-Winding) incident at X-Cut / Junction in a Below Ground operation during shift B. Role: Shovel Operator.,No,2,0,X-Cut / Junction,Worker & Supervisor,SCCL
2021-06-06,Chhattisgarh,Dipka OCP,Below Ground,A,35,1.8,Electrician,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Working Face in a Below Ground operation during shift A. Role: Electrician.,No,0,1,Working Face,Worker,SECL
2021-06-10,Madhya Pradesh,Gondegaon OCP,Below Ground,C,27,6.5,Drill Operator,Machinery other than Transportation,Mechanical Failure,Fatal,Machinery other than Transportation incident at Development Panel in a Below Ground operation during shift C. Role: Drill Operator.,Yes,1,0,Development Panel,Maintenance & Management,WCL
2021-06-16,Madhya Pradesh,Majri Area,Below Ground,B,25,6.2,Shovel Operator,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at X-Cut / Junction in a Below Ground operation during shift B. Role: Shovel Operator.,No,0,1,X-Cut / Junction,Worker,WCL
2021-07-02,Telangana,Kothagudem Area,Below Ground,C,50,7.7,Dumper Operator,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Fatal,Transportation Machinery (Non-Winding) incident at Development Panel in a Below Ground operation during shift C. Role: Dumper Operator.,No,1,0,Development Panel,Worker & Supervisor,SCCL
2021-07-08,Tamil Nadu,Neyveli Mine II,Below Ground,A,47,5,Fitter,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at X-Cut / Junction in a Below Ground operation during shift A. Role: Fitter.,No,0,1,X-Cut / Junction,Worker,NLC
2021-07-20,Chhattisgarh,Dipka OCP,Below Ground,C,38,7.8,Overman,Machinery other than Transportation,Mechanical Failure,Serious Injury,Machinery other than Transportation incident at Belt Conveyor Line in a Below Ground operation during shift C. Role: Overman.,No,0,1,Belt Conveyor Line,Maintenance & Management,SECL
2021-07-23,West Bengal,Sodepur Colliery,Opencast,A,29,9.4,Loader/Helper,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at OB Dump Slope in a Opencast operation during shift A. Role: Loader/Helper.,Yes,0,1,OB Dump Slope,Worker,ECL
2021-08-01,Madhya Pradesh,Jayant OCP,Opencast,B,33,0.6,Dumper Operator,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Fatal,Transportation Machinery (Non-Winding) incident at Haul Road in a Opencast operation during shift B. Role: Dumper Operator.,No,1,0,Haul Road,Worker & Supervisor,NCL
2021-08-04,Uttar Pradesh,Nigahi OCP,Below Ground,A,48,1.4,Overman,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Serious Injury,Transportation Machinery (Non-Winding) incident at Gate Roadway in a Below Ground operation during shift A. Role: Overman.,No,0,1,Gate Roadway,Worker & Supervisor,NCL
2021-08-07,Madhya Pradesh,Kusmunda OCP,Below Ground,A,42,4.7,Loader/Helper,Other Causes,Miscellaneous / Procedural,Serious Injury,Other Causes incident at Development Panel in a Below Ground operation during shift A. Role: Loader/Helper.,No,0,2,Development Panel,Shared,SECL
2021-08-15,Odisha,Basundhara OCP,Below Ground,C,30,5.4,Shovel Operator,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at X-Cut / Junction in a Below Ground operation during shift C. Role: Shovel Operator.,No,0,1,X-Cut / Junction,Worker,MCL
2021-08-25,Jharkhand,Rajrappa Project,Below Ground,A,28,4.3,Electrician,Other Causes,Miscellaneous / Procedural,Serious Injury,Other Causes incident at X-Cut / Junction in a Below Ground operation during shift A. Role: Electrician.,No,0,1,X-Cut / Junction,Shared,CCL
2021-09-07,Jharkhand,Piparwar OCP,Below Ground,B,41,10.7,Overman,Machinery other than Transportation,Mechanical Failure,Fatal,Machinery other than Transportation incident at Development Panel in a Below Ground operation during shift B. Role: Overman.,Yes,1,0,Development Panel,Maintenance & Management,CCL
2021-09-17,Madhya Pradesh,Umrer OCP,Below Ground,C,29,5.4,Blaster,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Development Panel in a Below Ground operation during shift C. Role: Blaster.,Yes,0,1,Development Panel,Worker,WCL
2021-09-21,Tamil Nadu,Neyveli Mine II,Above Ground,A,42,0.2,Blaster,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Coal Handling Plant in a Above Ground operation during shift A. Role: Blaster.,Yes,0,3,Coal Handling Plant,Worker,NLC
2021-09-26,West Bengal,Sangramgarh Colliery,Below Ground,A,22,10.8,Blaster,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Gate Roadway in a Below Ground operation during shift A. Role: Blaster.,No,0,1,Gate Roadway,Worker,ECL
2021-10-02,Uttar Pradesh,Nigahi OCP,Below Ground,C,30,0.9,Electrician,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Development Panel in a Below Ground operation during shift C. Role: Electrician.,Yes,0,1,Development Panel,Worker,NCL
2021-10-02,Tamil Nadu,Neyveli Mine I,Below Ground,B,34,5.4,Shovel Operator,Other Causes,Miscellaneous / Procedural,Serious Injury,Other Causes incident at Development Panel in a Below Ground operation during shift B. Role: Shovel Operator.,No,0,2,Development Panel,Shared,NLC
2021-10-17,Maharashtra,Gondegaon OCP,Below Ground,B,36,9.2,Blaster,Other Causes,Miscellaneous / Procedural,Serious Injury,Other Causes incident at Development Panel in a Below Ground operation during shift B. Role: Blaster.,Yes,0,2,Development Panel,Shared,WCL
2021-10-29,Chhattisgarh,Gevra OCP,Opencast,B,46,9.4,Mining Sirdar,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Fatal,Transportation Machinery (Non-Winding) incident at Pit Floor in a Opencast operation during shift B. Role: Mining Sirdar.,Yes,1,0,Pit Floor,Worker & Supervisor,SECL
2021-10-31,Telangana,Manuguru OCP,Above Ground,C,35,4.6,Fitter,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Coal Handling Plant in a Above Ground operation during shift C. Role: Fitter.,Yes,0,1,Coal Handling Plant,Worker,SCCL
2021-11-01,Uttar Pradesh,Dudhia Khurd,Below Ground,C,42,6.4,Loader/Helper,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Working Face in a Below Ground operation during shift C. Role: Loader/Helper.,Yes,0,1,Working Face,Worker,NCL
2021-11-12,Tamil Nadu,Neyveli Mine II,Below Ground,B,43,9.7,Loader/Helper,Other Causes,Miscellaneous / Procedural,Serious Injury,Other Causes incident at Development Panel in a Below Ground operation during shift B. Role: Loader/Helper.,Yes,0,1,Development Panel,Shared,NLC
2021-11-18,Uttar Pradesh,Dudhia Khurd,Above Ground,B,32,3.2,Mining Sirdar,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Stock Yard in a Above Ground operation during shift B. Role: Mining Sirdar.,Yes,0,1,Stock Yard,Worker,NCL
2021-11-21,Madhya Pradesh,Gevra OCP,Below Ground,B,26,6.4,Drill Operator,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at X-Cut / Junction in a Below Ground operation during shift B. Role: Drill Operator.,Yes,0,1,X-Cut / Junction,Worker,SECL
2021-11-25,Jharkhand,Kargali OCP,Below Ground,A,24,9.9,Dumper Operator,Machinery other than Transportation,Mechanical Failure,Serious Injury,Machinery other than Transportation incident at X-Cut / Junction in a Below Ground operation during shift A. Role: Dumper Operator.,Yes,0,1,X-Cut / Junction,Maintenance & Management,CCL
2021-12-01,Uttar Pradesh,Nigahi OCP,Opencast,A,31,6.9,Drill Operator,Ground Movement,Ground Instability,Serious Injury,Ground Movement incident at Workshop Yard in a Opencast operation during shift A. Role: Drill Operator.,No,0,2,Workshop Yard,Management (Design/Safety),NCL
2021-12-15,Madhya Pradesh,Dipka OCP,Below Ground,A,31,6.6,Electrician,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Working Face in a Below Ground operation during shift A. Role: Electrician.,No,0,1,Working Face,Worker,SECL
2021-12-16,Madhya Pradesh,Gevra OCP,Above Ground,B,34,7,Blaster,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Fatal,Transportation Machinery (Non-Winding) incident at Workshop in a Above Ground operation during shift B. Role: Blaster.,Yes,1,0,Workshop,Worker & Supervisor,SECL
2022-01-03,Maharashtra,Majri Area,Below Ground,C,29,2.1,Drill Operator,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Gate Roadway in a Below Ground operation during shift C. Role: Drill Operator.,No,0,1,Gate Roadway,Worker,WCL
2022-01-04,Madhya Pradesh,Umrer OCP,Below Ground,A,37,6.2,HEMM Operator,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Gate Roadway in a Below Ground operation during shift A. Role: HEMM Operator.,Yes,0,1,Gate Roadway,Worker,WCL
2022-01-08,Uttar Pradesh,Amlohri OCP,Below Ground,B,33,1,Blaster,Machinery other than Transportation,Mechanical Failure,Serious Injury,Machinery other than Transportation incident at Gate Roadway in a Below Ground operation during shift B. Role: Blaster.,No,0,2,Gate Roadway,Maintenance & Management,NCL
2022-01-22,Madhya Pradesh,Chhal OCP,Below Ground,C,41,8.5,Dumper Operator,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Gate Roadway in a Below Ground operation during shift C. Role: Dumper Operator.,Yes,0,1,Gate Roadway,Worker,SECL
2022-02-16,Tamil Nadu,Neyveli Mine IA,Opencast,A,29,11.7,Drill Operator,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at OB Dump Slope in a Opencast operation during shift A. Role: Drill Operator.,Yes,0,1,OB Dump Slope,Worker,NLC
2022-02-23,Maharashtra,Durgapur OCP,Opencast,C,40,5.4,Dumper Operator,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Fatal,Falls (Other than Fall of Ground) incident at Workshop Yard in a Opencast operation during shift C. Role: Dumper Operator.,Yes,1,0,Workshop Yard,Worker,WCL
2022-02-24,Maharashtra,Durgapur OCP,Opencast,B,25,0.7,Blaster,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Fatal,Transportation Machinery (Non-Winding) incident at Haul Road in a Opencast operation during shift B. Role: Blaster.,Yes,1,0,Haul Road,Worker & Supervisor,WCL
2022-03-09,Telangana,Manuguru OCP,Below Ground,B,23,13.9,Dumper Operator,Other Causes,Miscellaneous / Procedural,Serious Injury,Other Causes incident at Development Panel in a Below Ground operation during shift B. Role: Dumper Operator.,No,0,1,Development Panel,Shared,SCCL
2022-03-19,Madhya Pradesh,Durgapur OCP,Below Ground,A,23,4.6,Mining Sirdar,Other Causes,Miscellaneous / Procedural,Serious Injury,Other Causes incident at Belt Conveyor Line in a Below Ground operation during shift A. Role: Mining Sirdar.,No,0,1,Belt Conveyor Line,Shared,WCL
2022-03-24,West Bengal,Sariala Colliery,Below Ground,A,24,8.7,Electrician,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Serious Injury,Transportation Machinery (Non-Winding) incident at X-Cut / Junction in a Below Ground operation during shift A. Role: Electrician.,Yes,0,1,X-Cut / Junction,Worker & Supervisor,ECL
2022-03-25,West Bengal,Rajmahal OCP,Below Ground,A,23,6,Fitter,Other Causes,Miscellaneous / Procedural,Serious Injury,Other Causes incident at Gate Roadway in a Below Ground operation during shift A. Role: Fitter.,No,0,1,Gate Roadway,Shared,ECL
2022-03-29,Maharashtra,Umrer OCP,Below Ground,B,31,4.5,Loader/Helper,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Serious Injury,Transportation Machinery (Non-Winding) incident at Development Panel in a Below Ground operation during shift B. Role: Loader/Helper.,Yes,0,1,Development Panel,Worker & Supervisor,WCL
2022-04-11,Jharkhand,Rajrappa Project,Above Ground,B,30,0.2,Mining Sirdar,Other Causes,Miscellaneous / Procedural,Serious Injury,Other Causes incident at Workshop in a Above Ground operation during shift B. Role: Mining Sirdar.,No,0,1,Workshop,Shared,CCL
2022-04-21,Telangana,Srirampur Area,Below Ground,C,40,9.2,Fitter,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Working Face in a Below Ground operation during shift C. Role: Fitter.,Yes,0,2,Working Face,Worker,SCCL
2022-04-26,Chhattisgarh,Dipka OCP,Above Ground,C,28,9,HEMM Operator,Machinery other than Transportation,Mechanical Failure,Serious Injury,Machinery other than Transportation incident at Coal Handling Plant in a Above Ground operation during shift C. Role: HEMM Operator.,No,0,2,Coal Handling Plant,Maintenance & Management,SECL
2022-05-06,Uttar Pradesh,Amlohri OCP,Opencast,A,32,5.7,Overman,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at OB Dump Slope in a Opencast operation during shift A. Role: Overman.,Yes,0,1,OB Dump Slope,Worker,NCL
